,Chutes a gol 1,Chutes a gol 2,Impedimentos 1,Impedimentos 2,Escanteios 1,Escanteios 2,Chutes fora 1,Chutes fora 2,Faltas 1,Faltas 2,Cartões amarelos 1,Cartões amarelos 2,Cartões vermelhos 1,Cartões vermelhos 2,Cruzamentos 1,Cruzamentos 2,Laterais 1,Laterais 2,Chutes bloqueados 1,Chutes bloqueados 2,Contra-ataques 1,Contra-ataques 2,Gols 1,Gols 2,Tiro de meta 1,Tiro de meta 2,Tratamentos 1,Tratamentos 2,SubstituiÃ§Ãµes 1,SubstituiÃ§Ãµes 2,Tiros-livres 1,Tiros-livres 2,Defesas difÃ­ceis 1,Defesas difÃ­ceis 2,Posse 1(%),Posse 2(%),Time 1,Time 2,Position 1,Position 2,Time 1 x Time 2,Resultado Time 1,Position 1 Score,Position 2 Score
14353,4.0,5.0,2.0,2.0,5.0,4.0,6.0,3.0,13.0,12.0,4.0,2.0,0.0,0.0,17.0,13.0,18.0,22.0,2.0,2.0,1.0,1.0,1.0,3.0,6.0,15.0,1.0,2.0,3.0,3.0,10.0,13.0,1.0,3.0,37.0,63.0,272,47,4-2-3-1,3-4-3,6361,1,0.87,0.76
11413,3.0,2.0,5.0,1.0,4.0,3.0,4.0,7.0,15.0,12.0,1.0,1.0,0.0,0.0,31.0,19.0,11.0,13.0,2.0,3.0,0.0,1.0,0.0,1.0,13.0,6.0,5.0,0.0,3.0,3.0,14.0,14.0,2.0,3.0,44.0,56.0,120,109,4-2-3-1,4-2-3-1,2740,1,0.87,0.87
1476,5.0,3.0,4.0,0.0,8.0,0.0,12.0,6.0,11.0,8.0,1.0,0.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,0.0,2.0,7.0,8.0,1.0,2.0,4.0,5.0,14.0,14.0,2.0,3.0,56.0,44.0,75,149,3-4-2-1,4-1-2-3,1692,1,0.82,0.83
12633,8.0,3.0,4.0,3.0,7.0,2.0,9.0,1.0,6.0,15.0,1.0,2.0,0.0,0.0,24.0,12.0,4.0,1.0,3.0,1.0,0.0,1.0,2.0,1.0,4.0,9.0,2.0,1.0,2.0,3.0,14.0,14.0,2.0,3.0,61.0,39.0,109,93,4-4-2,4-2-3-1,2472,0,0.9,0.87
321,6.0,6.0,2.0,1.0,10.0,5.0,10.0,5.0,20.0,17.0,3.0,2.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,3.0,3.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,47.0,53.0,190,118,3-5-2,4-4-2,4404,1,0.85,0.9
24893,6.0,3.0,2.0,1.0,1.0,4.0,5.0,4.0,15.0,12.0,1.0,1.0,0.0,0.0,19.0,20.0,10.0,7.0,2.0,2.0,3.0,1.0,2.0,0.0,7.0,6.0,0.0,1.0,3.0,2.0,14.0,14.0,2.0,3.0,44.0,56.0,297,266,4-2-3-1,4-2-3-1,6964,0,0.87,0.87
8037,4.0,0.0,1.0,1.0,6.0,1.0,11.0,2.0,15.0,17.0,4.0,4.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,0.0,0.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,45.0,55.0,158,103,4-3-3,4-3-2-1,3550,1,0.78,0.9
21467,8.0,3.0,3.0,1.0,6.0,0.0,10.0,0.0,5.0,15.0,0.0,2.0,0.0,0.0,10.0,7.0,9.0,23.0,1.0,0.0,1.0,1.0,3.0,0.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,76.0,24.0,31,223,4-3-3,4-4-2,716,0,0.78,0.9
1288,6.0,2.0,0.0,1.0,9.0,6.0,5.0,1.0,19.0,12.0,1.0,0.0,0.0,0.0,8.0,10.0,29.0,18.0,2.0,5.0,0.0,0.0,1.0,1.0,5.0,3.0,3.0,3.0,4.0,5.0,14.0,14.0,2.0,3.0,60.0,40.0,306,248,4-2-3-1,3-1-4-2,7174,1,0.87,0.8
22127,0.0,2.0,2.0,2.0,5.0,4.0,6.0,5.0,12.0,13.0,4.0,4.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,2.0,2.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,52.0,48.0,257,82,4-2-3-1,4-2-3-1,6012,1,0.87,0.87
24154,4.0,3.0,2.0,0.0,3.0,8.0,4.0,7.0,11.0,8.0,2.0,3.0,0.0,0.0,17.0,13.0,24.0,26.0,2.0,2.0,1.0,1.0,1.0,1.0,7.0,10.0,1.0,2.0,3.0,3.0,8.0,13.0,2.0,3.0,56.0,44.0,253,78,3-5-2,4-3-3,5921,1,0.85,0.78
4461,5.0,8.0,2.0,0.0,4.0,6.0,8.0,15.0,12.0,8.0,1.0,1.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,1.0,2.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,43.0,57.0,100,203,4-4-2,4-1-2-3,2255,1,0.9,0.83
24801,2.0,1.0,0.0,1.0,3.0,3.0,4.0,1.0,2.0,3.0,1.0,3.0,0.0,0.0,11.0,5.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,6.0,2.0,0.0,1.0,0.0,14.0,14.0,2.0,3.0,64.0,36.0,169,266,4-3-3,4-4-2,3858,0,0.78,0.9
15620,7.0,5.0,0.0,2.0,5.0,4.0,4.0,7.0,12.0,14.0,1.0,1.0,0.0,0.0,12.0,12.0,1.0,2.0,1.0,5.0,1.0,1.0,0.0,1.0,9.0,5.0,3.0,0.0,3.0,3.0,14.0,14.0,2.0,3.0,51.0,49.0,275,14,4-2-3-1,4-1-2-3,6449,1,0.87,0.83
16496,1.0,1.0,7.0,4.0,5.0,11.0,9.0,10.0,15.0,14.0,0.0,2.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,1.0,1.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,53.0,47.0,189,238,4-2-3-1,4-1-2-2-1,4394,1,0.87,0.91
3875,3.0,1.0,0.0,2.0,9.0,5.0,6.0,5.0,4.0,10.0,1.0,0.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,0.0,0.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,61.0,39.0,203,52,4-3-3,4-3-3,4707,1,0.78,0.78
20076,4.0,4.0,5.0,0.0,6.0,4.0,3.0,7.0,21.0,20.0,3.0,3.0,0.0,0.0,18.0,24.0,0.0,1.0,1.0,3.0,1.0,0.0,2.0,1.0,7.0,6.0,1.0,3.0,3.0,2.0,14.0,14.0,2.0,3.0,55.0,45.0,245,176,4-2-3-1,4-4-2,5725,0,0.87,0.9
16868,0.0,6.0,6.0,3.0,6.0,4.0,5.0,11.0,13.0,15.0,1.0,2.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,0.0,1.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,47.0,53.0,61,272,4-2-3-1,4-2-3-1,1386,1,0.87,0.87
15430,4.0,5.0,3.0,2.0,5.0,5.0,4.0,4.0,14.0,12.0,1.0,3.0,1.0,0.0,20.0,8.0,14.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,7.0,5.0,0.0,3.0,3.0,2.0,14.0,14.0,2.0,3.0,59.0,41.0,167,33,3-4-3,4-2-3-1,3779,1,0.76,0.87
23681,11.0,6.0,0.0,1.0,9.0,5.0,6.0,2.0,18.0,10.0,2.0,1.0,0.0,0.0,17.0,13.0,17.0,18.0,2.0,2.0,1.0,1.0,2.0,1.0,5.0,9.0,1.0,2.0,3.0,3.0,11.0,18.0,4.0,9.0,66.0,34.0,71,22,4-3-3,4-3-3,1597,0,0.78,0.78
4390,6.0,7.0,2.0,3.0,12.0,7.0,7.0,12.0,13.0,10.0,2.0,1.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,3.0,2.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,47.0,53.0,168,241,4-2-3-1,3-5-2,3820,0,0.87,0.85
10351,7.0,5.0,0.0,3.0,7.0,3.0,5.0,7.0,11.0,17.0,0.0,2.0,1.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,2.0,1.0,7.0,8.0,1.0,2.0,5.0,3.0,14.0,14.0,2.0,3.0,60.0,40.0,111,113,5-3-2,4-2-3-1,2526,0,0.97,0.87
2532,3.0,0.0,2.0,0.0,1.0,1.0,2.0,3.0,20.0,18.0,2.0,3.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,1.0,0.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,55.0,45.0,146,306,4-4-2,4-2-3-1,3278,0,0.9,0.87
7886,5.0,5.0,2.0,4.0,2.0,1.0,4.0,2.0,20.0,19.0,3.0,2.0,0.0,0.0,8.0,8.0,11.0,9.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,0.0,3.0,3.0,14.0,14.0,2.0,3.0,45.0,55.0,23,244,4-2-3-1,4-3-3,528,0,0.87,0.78
9809,3.0,1.0,4.0,2.0,6.0,4.0,10.0,3.0,5.0,17.0,2.0,3.0,0.0,0.0,17.0,18.0,21.0,17.0,1.0,4.0,1.0,1.0,2.0,1.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,54.0,46.0,233,23,4-2-3-1,4-4-2,5404,0,0.87,0.9
6099,8.0,5.0,2.0,4.0,10.0,1.0,13.0,4.0,10.0,7.0,2.0,2.0,0.0,0.0,17.0,13.0,34.0,8.0,2.0,2.0,1.0,1.0,0.0,1.0,3.0,22.0,1.0,2.0,3.0,3.0,11.0,12.0,4.0,8.0,67.0,33.0,138,236,4-2-3-1,4-3-3,3087,1,0.87,0.78
24406,8.0,3.0,2.0,2.0,4.0,7.0,6.0,3.0,16.0,20.0,1.0,3.0,0.0,0.0,17.0,13.0,28.0,27.0,2.0,2.0,1.0,1.0,1.0,0.0,7.0,13.0,1.0,2.0,3.0,3.0,20.0,16.0,3.0,7.0,61.0,39.0,71,179,3-4-1-2,3-4-1-2,1615,0,0.84,0.84
4203,4.0,1.0,0.0,2.0,6.0,4.0,5.0,1.0,12.0,10.0,0.0,2.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,1.0,1.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,42.0,58.0,100,294,4-4-2,4-2-3-1,2266,1,0.9,0.87
17173,1.0,1.0,1.0,1.0,5.0,0.0,5.0,5.0,21.0,10.0,2.0,3.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,0.0,1.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,47.0,53.0,198,167,5-4-1,4-1-2-2-1,4599,1,0.98,0.91
18456,6.0,5.0,2.0,2.0,9.0,1.0,7.0,5.0,10.0,11.0,2.0,2.0,0.0,0.0,17.0,13.0,16.0,27.0,2.0,2.0,1.0,1.0,1.0,0.0,6.0,12.0,1.0,2.0,3.0,3.0,13.0,12.0,5.0,5.0,61.0,39.0,245,166,4-3-3,4-3-3,5724,0,0.78,0.78
5886,5.0,6.0,0.0,1.0,7.0,3.0,2.0,6.0,12.0,12.0,2.0,3.0,0.0,0.0,17.0,13.0,16.0,21.0,2.0,2.0,1.0,1.0,1.0,3.0,9.0,6.0,1.0,2.0,3.0,3.0,13.0,12.0,4.0,4.0,43.0,57.0,114,233,3-5-2,4-2-3-1,2627,1,0.85,0.87
22856,2.0,4.0,0.0,2.0,1.0,7.0,5.0,5.0,18.0,11.0,2.0,4.0,0.0,0.0,17.0,13.0,15.0,11.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,8.0,1.0,2.0,3.0,3.0,13.0,18.0,3.0,1.0,44.0,56.0,91,212,4-2-3-1,4-3-3,7291,1,0.87,0.78
21701,4.0,0.0,2.0,2.0,5.0,4.0,6.0,5.0,12.0,13.0,1.0,3.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,4.0,0.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,52.0,48.0,229,226,4-2-3-1,4-2-3-1,5295,0,0.87,0.87
18489,5.0,1.0,3.0,0.0,7.0,4.0,2.0,6.0,11.0,15.0,0.0,5.0,0.0,0.0,17.0,13.0,20.0,17.0,2.0,2.0,1.0,1.0,2.0,0.0,10.0,11.0,1.0,2.0,3.0,3.0,15.0,14.0,1.0,3.0,52.0,48.0,283,121,4-4-2,4-2-3-1,6617,0,0.9,0.87
13100,0.0,3.0,2.0,2.0,3.0,7.0,10.0,5.0,12.0,16.0,2.0,2.0,0.0,0.0,12.0,7.0,17.0,14.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,47.0,53.0,174,101,4-1-4-1,4-3-1-2,3989,1,0.93,0.88
1033,11.0,7.0,0.0,1.0,0.0,3.0,2.0,3.0,7.0,8.0,2.0,1.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,2.0,1.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,48.0,52.0,152,259,4-4-1-1,4-4-2,3426,0,0.91,0.9
19523,4.0,4.0,2.0,2.0,5.0,4.0,6.0,5.0,12.0,13.0,5.0,1.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,5.0,1.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,52.0,48.0,157,121,4-2-3-1,4-3-3,3526,0,0.87,0.78
17656,7.0,3.0,1.0,1.0,8.0,8.0,4.0,3.0,25.0,25.0,2.0,2.0,0.0,0.0,17.0,13.0,16.0,15.0,5.0,3.0,1.0,1.0,2.0,3.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,51.0,49.0,122,189,4-5-1,4-3-3,7316,1,0.95,0.78
22163,12.0,6.0,4.0,0.0,9.0,4.0,9.0,5.0,13.0,6.0,1.0,3.0,0.0,0.0,13.0,1.0,11.0,5.0,2.0,2.0,1.0,1.0,3.0,4.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,52.0,48.0,177,25,4-2-3-1,4-2-3-1,4055,1,0.87,0.87
24670,2.0,2.0,4.0,2.0,1.0,12.0,4.0,5.0,7.0,10.0,3.0,1.0,0.0,0.0,17.0,13.0,21.0,20.0,2.0,2.0,1.0,1.0,0.0,1.0,12.0,5.0,1.0,2.0,3.0,3.0,12.0,11.0,2.0,2.0,30.0,70.0,253,178,5-4-1,4-3-3,5929,1,0.98,0.78
19816,7.0,2.0,2.0,0.0,14.0,5.0,8.0,6.0,22.0,10.0,1.0,2.0,0.0,0.0,21.0,6.0,4.0,3.0,2.0,0.0,2.0,0.0,5.0,1.0,5.0,8.0,3.0,0.0,3.0,3.0,14.0,14.0,2.0,3.0,49.0,51.0,24,157,4-2-3-1,4-3-3,553,0,0.87,0.78
4948,6.0,7.0,2.0,3.0,5.0,1.0,8.0,5.0,11.0,20.0,3.0,3.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,3.0,1.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,65.0,35.0,214,156,4-2-3-1,4-2-3-1,4975,0,0.87,0.87
13482,4.0,4.0,2.0,2.0,5.0,4.0,6.0,5.0,12.0,13.0,1.0,2.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,2.0,1.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,52.0,48.0,174,81,4-4-2,4-4-2,3983,0,0.9,0.9
16447,2.0,3.0,2.0,2.0,5.0,6.0,6.0,3.0,12.0,13.0,3.0,3.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,2.0,3.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,47.0,53.0,98,47,4-2-2-2,4-2-2-2,2199,1,0.86,0.86
18412,6.0,4.0,2.0,2.0,7.0,2.0,3.0,1.0,15.0,17.0,4.0,4.0,0.0,0.0,17.0,13.0,22.0,29.0,2.0,2.0,1.0,1.0,4.0,2.0,5.0,7.0,1.0,2.0,3.0,3.0,19.0,17.0,2.0,3.0,56.0,44.0,115,177,4-4-2,4-4-2,2659,0,0.9,0.9
12242,5.0,8.0,2.0,0.0,4.0,9.0,2.0,9.0,16.0,20.0,3.0,2.0,0.0,0.0,14.0,29.0,9.0,9.0,2.0,4.0,3.0,1.0,2.0,1.0,13.0,4.0,4.0,0.0,3.0,3.0,14.0,14.0,2.0,3.0,53.0,47.0,113,101,4-2-3-1,4-2-3-1,2583,0,0.87,0.87
24593,1.0,6.0,1.0,2.0,7.0,6.0,3.0,3.0,7.0,7.0,1.0,3.0,0.0,0.0,17.0,13.0,26.0,30.0,2.0,2.0,1.0,1.0,1.0,4.0,10.0,9.0,1.0,2.0,3.0,3.0,9.0,8.0,2.0,0.0,44.0,56.0,297,163,4-2-3-1,4-4-2,6952,1,0.87,0.9
15402,7.0,0.0,2.0,1.0,5.0,3.0,5.0,2.0,11.0,13.0,0.0,0.0,0.0,0.0,12.0,7.0,12.0,8.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,4.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,58.0,42.0,238,108,4-2-3-1,4-3-3,7326,0,0.87,0.78
27562,1.0,2.0,4.0,1.0,7.0,7.0,7.0,3.0,16.0,15.0,2.0,2.0,0.0,0.0,24.0,5.0,33.0,23.0,0.0,9.0,0.0,1.0,0.0,0.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,51.0,49.0,22,20,4-4-2,4-3-3,466,1,0.9,0.78
26263,3.0,1.0,0.0,2.0,5.0,5.0,9.0,1.0,9.0,17.0,0.0,6.0,0.0,0.0,22.0,8.0,7.0,5.0,5.0,2.0,1.0,1.0,0.0,0.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,62.0,38.0,169,262,4-3-3,4-2-3-1,3857,1,0.78,0.87
15313,4.0,1.0,1.0,5.0,9.0,4.0,7.0,3.0,7.0,8.0,0.0,4.0,0.0,0.0,24.0,20.0,16.0,15.0,2.0,2.0,1.0,1.0,0.0,0.0,5.0,14.0,2.0,4.0,3.0,2.0,14.0,14.0,2.0,3.0,52.0,48.0,275,108,4-2-3-1,3-5-2,7250,1,0.87,0.85
8136,6.0,3.0,2.0,1.0,6.0,7.0,4.0,3.0,11.0,11.0,2.0,2.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,4.0,1.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,54.0,46.0,270,72,3-5-2,3-5-2,6292,0,0.85,0.85
3661,8.0,3.0,0.0,0.0,3.0,3.0,5.0,5.0,12.0,6.0,1.0,3.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,4.0,1.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,53.0,47.0,243,224,4-4-2,4-3-3,5663,0,0.9,0.78
15510,5.0,13.0,1.0,2.0,8.0,7.0,4.0,2.0,7.0,8.0,3.0,1.0,0.0,0.0,20.0,16.0,7.0,6.0,1.0,2.0,1.0,1.0,2.0,4.0,6.0,7.0,0.0,3.0,3.0,3.0,14.0,14.0,2.0,3.0,48.0,52.0,275,231,4-3-3,4-2-3-1,6469,1,0.78,0.87
11480,14.0,16.0,1.0,1.0,5.0,7.0,5.0,7.0,23.0,19.0,1.0,7.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,2.0,1.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,40.0,60.0,232,113,,,5390,0,,
25593,6.0,3.0,1.0,2.0,4.0,2.0,5.0,4.0,17.0,12.0,4.0,2.0,0.0,1.0,22.0,14.0,29.0,12.0,2.0,2.0,1.0,1.0,1.0,0.0,4.0,12.0,3.0,3.0,1.0,3.0,14.0,14.0,2.0,3.0,49.0,51.0,297,22,4-4-1-1,4-3-3,6937,0,0.91,0.78
8931,6.0,9.0,6.0,3.0,4.0,6.0,4.0,6.0,6.0,11.0,3.0,3.0,0.0,0.0,11.0,13.0,9.0,4.0,0.0,2.0,1.0,1.0,4.0,2.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,47.0,53.0,62,233,4-3-1-2,4-3-1-2,1412,0,0.88,0.88
4271,3.0,4.0,5.0,1.0,9.0,3.0,10.0,9.0,10.0,6.0,1.0,0.0,0.0,1.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,2.0,0.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,56.0,44.0,203,260,4-3-3,4-3-3,4718,0,0.78,0.78
11653,6.0,5.0,2.0,2.0,2.0,2.0,3.0,8.0,18.0,13.0,3.0,2.0,0.0,0.0,10.0,15.0,10.0,10.0,0.0,3.0,0.0,0.0,3.0,4.0,13.0,5.0,1.0,2.0,2.0,3.0,14.0,14.0,2.0,3.0,44.0,56.0,273,37,4-2-3-1,4-2-3-1,6397,1,0.87,0.87
10729,2.0,0.0,1.0,1.0,0.0,5.0,3.0,8.0,14.0,10.0,5.0,2.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,1.0,0.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,29.0,71.0,153,101,,,3443,0,,
12132,2.0,6.0,6.0,5.0,9.0,3.0,7.0,5.0,15.0,18.0,2.0,4.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,0.0,3.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,55.0,45.0,232,144,,,5394,1,,
3310,5.0,2.0,9.0,0.0,7.0,5.0,9.0,5.0,10.0,18.0,1.0,2.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,2.0,0.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,45.0,55.0,154,294,4-2-1-3,4-2-3-1,3480,0,0.79,0.87
21687,1.0,1.0,2.0,5.0,5.0,10.0,8.0,8.0,12.0,18.0,0.0,5.0,0.0,0.0,14.0,9.0,8.0,9.0,0.0,2.0,1.0,1.0,1.0,0.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,49.0,51.0,308,25,4-2-3-1,4-4-2,7202,0,0.87,0.9
8243,3.0,6.0,3.0,2.0,4.0,6.0,4.0,11.0,14.0,14.0,3.0,2.0,1.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,2.0,4.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,49.0,51.0,185,236,4-2-3-1,4-3-3,4280,1,0.87,0.78
3956,6.0,6.0,6.0,1.0,6.0,2.0,7.0,4.0,13.0,7.0,2.0,3.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,2.0,1.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,58.0,42.0,100,290,4-4-1-1,3-4-3,2265,0,0.91,0.76
14633,4.0,2.0,2.0,5.0,9.0,1.0,6.0,5.0,16.0,11.0,1.0,1.0,0.0,0.0,17.0,13.0,31.0,29.0,2.0,2.0,1.0,1.0,0.0,0.0,5.0,12.0,1.0,2.0,3.0,3.0,16.0,18.0,2.0,4.0,54.0,46.0,199,230,4-4-2,4-2-3-1,4636,1,0.9,0.87
10996,3.0,5.0,3.0,1.0,8.0,4.0,6.0,1.0,15.0,21.0,3.0,2.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,0.0,2.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,54.0,46.0,59,232,4-2-3-1,4-2-3-1,1335,1,0.87,0.87
16937,2.0,1.0,3.0,3.0,4.0,9.0,5.0,5.0,18.0,15.0,3.0,4.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,3.0,1.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,44.0,56.0,55,172,4-1-2-2-1,4-2-3-1,1209,0,0.91,0.87
14636,3.0,4.0,1.0,1.0,2.0,3.0,2.0,5.0,20.0,15.0,5.0,1.0,1.0,0.0,17.0,13.0,19.0,16.0,2.0,2.0,1.0,1.0,1.0,2.0,11.0,6.0,1.0,2.0,3.0,3.0,16.0,21.0,2.0,2.0,50.0,50.0,188,231,5-3-2,4-4-2,4358,1,0.97,0.9
21622,9.0,3.0,6.0,2.0,12.0,1.0,13.0,2.0,10.0,8.0,3.0,3.0,0.0,0.0,20.0,5.0,11.0,9.0,2.0,2.0,1.0,0.0,4.0,2.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,71.0,29.0,228,166,4-2-3-1,4-2-3-1,5255,0,0.87,0.87
22865,1.0,0.0,0.0,3.0,8.0,13.0,2.0,2.0,15.0,9.0,3.0,3.0,0.0,1.0,17.0,13.0,30.0,19.0,2.0,2.0,1.0,1.0,0.0,0.0,6.0,8.0,1.0,2.0,3.0,3.0,12.0,15.0,0.0,1.0,37.0,63.0,255,130,4-4-2,4-3-3,5977,1,0.9,0.78
9848,3.0,3.0,2.0,2.0,5.0,4.0,6.0,5.0,12.0,13.0,2.0,2.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,3.0,3.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,52.0,48.0,277,32,4-3-3,4-4-2,6490,1,0.78,0.9
21815,5.0,1.0,2.0,1.0,7.0,5.0,4.0,1.0,20.0,7.0,3.0,1.0,0.0,0.0,8.0,7.0,21.0,16.0,0.0,1.0,0.0,2.0,3.0,1.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,60.0,40.0,209,229,4-4-2,4-2-3-1,4858,0,0.9,0.87
11033,7.0,4.0,1.0,2.0,3.0,4.0,8.0,9.0,12.0,13.0,2.0,3.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,0.0,1.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,53.0,47.0,94,273,4-2-3-1,4-2-3-1,2096,1,0.87,0.87
27280,4.0,9.0,0.0,8.0,3.0,5.0,10.0,11.0,7.0,9.0,1.0,0.0,0.0,0.0,13.0,31.0,14.0,14.0,1.0,2.0,1.0,0.0,1.0,3.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,40.0,60.0,297,71,4-4-1-1,4-3-3,6945,1,0.91,0.78
14405,4.0,3.0,2.0,0.0,4.0,4.0,5.0,5.0,18.0,15.0,2.0,2.0,0.0,0.0,17.0,13.0,20.0,22.0,2.0,2.0,1.0,1.0,2.0,1.0,7.0,6.0,1.0,2.0,3.0,3.0,15.0,20.0,2.0,2.0,53.0,47.0,83,231,4-3-3,4-4-2,1883,0,0.78,0.9
